destination,year,month,month_name,avg_temp_c,total_rainfall_mm,rainy_days,avg_humidity_pct,sunshine_hours,weather_suitability_score,season,is_peak_national,is_best_period_for_dest,holiday_count,holiday_factor,tourism_event_score,event_attractiveness,ref_crowd_ratio,ref_crowd_level,travel_suitability_score,suitability_label,dest_type,climate_zone,elevation_m,avg_stay_days,accessibility_score,weather_component,season_component,event_component,holiday_component,access_component,weather_verdict,rain_risk,comfort_index,festival_name,best_activities,packing_advice,things_to_note,sea_condition,recommendation_summary
Kandy,2020,12,December,22.8,221.5,13,78.9,6.4,0.6178,dry_season,1,0,2,0.6667,0,0.0,0.0567,LOW,0.4947,GOOD,cultural,highland,500,7,0.9,0.278,0.06,0.0,0.0667,0.09,Fair,High,79.3,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,December is a good time to visit Kandy with generally pleasant conditions.
Kandy,2021,1,January,22.4,114.7,9,75.8,7.0,0.7254,dry_season,1,1,1,0.3333,0,0.0,0.0212,LOW,0.6498,GOOD,cultural,highland,500,7,0.9,0.3264,0.2,0.0,0.0333,0.09,Good,Moderate,80.6,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,January is a good time to visit Kandy with generally pleasant conditions.
Kandy,2021,2,February,23.4,73.8,7,69.1,8.1,0.7849,dry_season,1,1,1,0.3333,0,0.0,0.021,LOW,0.6765,GOOD,cultural,highland,500,7,0.9,0.3532,0.2,0.0,0.0333,0.09,Excellent,Low,88.9,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,February is a good time to visit Kandy with generally pleasant conditions.
Kandy,2021,3,March,24.4,127.7,10,71.1,7.8,0.8507,dry_season,1,1,0,0.0,0,0.0,0.0233,LOW,0.6728,GOOD,cultural,highland,500,7,0.9,0.3828,0.2,0.0,0.0,0.09,Good,Moderate,90.3,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,March is a good time to visit Kandy with generally pleasant conditions.
Kandy,2021,4,April,24.5,214.3,12,77.5,6.0,0.7358,dry_season,1,1,3,1.0,0,0.0,0.0254,LOW,0.7211,BEST,cultural,highland,500,7,0.9,0.3311,0.2,0.0,0.1,0.09,Fair,High,85.5,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,April is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2021,5,May,25.1,243.6,15,80.0,5.7,0.7035,southwest_monsoon,0,0,1,0.3333,0,0.0,0.0132,LOW,0.4999,GOOD,cultural,highland,500,7,0.9,0.3166,0.06,0.0,0.0333,0.09,Fair,High,85.3,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,May is a good time to visit Kandy with generally pleasant conditions.
Kandy,2021,6,June,23.7,209.1,15,81.1,5.9,0.6183,southwest_monsoon,0,0,0,0.0,0,0.0,0.0096,LOW,0.4282,AVOID,cultural,highland,500,7,0.9,0.2782,0.06,0.0,0.0,0.09,Fair,High,80.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,June is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2021,7,July,23.8,108.1,13,78.0,5.8,0.706,southwest_monsoon,0,1,0,0.0,2,1.0,0.0171,LOW,0.7577,BEST,cultural,highland,500,7,0.9,0.3177,0.2,0.15,0.0,0.09,Good,Moderate,83.0,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,July is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2021,8,August,23.6,144.0,11,81.1,6.4,0.6867,southwest_monsoon,0,1,0,0.0,2,1.0,0.0216,LOW,0.749,BEST,cultural,highland,500,7,0.9,0.309,0.2,0.15,0.0,0.09,Good,Moderate,79.9,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,August is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2021,9,September,24.2,219.7,12,81.4,5.9,0.7289,southwest_monsoon,0,1,0,0.0,0,0.0,0.0149,LOW,0.618,GOOD,cultural,highland,500,7,0.9,0.328,0.2,0.0,0.0,0.09,Fair,High,81.5,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,September is a good time to visit Kandy with generally pleasant conditions.
Kandy,2021,10,October,23.5,326.2,18,79.9,5.7,0.51,northeast_monsoon,0,0,0,0.0,0,0.0,0.0153,LOW,0.3795,AVOID,cultural,highland,500,7,0.9,0.2295,0.06,0.0,0.0,0.09,Poor,Very High,80.6,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,October is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2021,11,November,23.3,336.4,15,83.5,6.4,0.5157,northeast_monsoon,0,0,1,0.3333,0,0.0,0.0173,LOW,0.4154,AVOID,cultural,highland,500,7,0.9,0.2321,0.06,0.0,0.0333,0.09,Poor,Very High,77.1,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,November is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2021,12,December,22.4,175.7,10,78.8,6.2,0.6543,dry_season,1,0,2,0.6667,0,0.0,0.0242,LOW,0.5111,GOOD,cultural,highland,500,7,0.9,0.2944,0.06,0.0,0.0667,0.09,Fair,Moderate,78.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,December is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,1,January,22.6,87.6,10,79.5,6.9,0.7474,dry_season,1,1,1,0.3333,0,0.0,0.0756,LOW,0.6597,GOOD,cultural,highland,500,7,0.9,0.3363,0.2,0.0,0.0333,0.09,Good,Moderate,78.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,January is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,2,February,23.4,76.8,7,70.0,7.6,0.7717,dry_season,1,1,1,0.3333,0,0.0,0.0815,LOW,0.6706,GOOD,cultural,highland,500,7,0.9,0.3473,0.2,0.0,0.0333,0.09,Excellent,Low,88.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,February is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,3,March,24.4,105.8,11,71.0,7.6,0.866,dry_season,1,1,0,0.0,0,0.0,0.0832,LOW,0.6797,GOOD,cultural,highland,500,7,0.9,0.3897,0.2,0.0,0.0,0.09,Good,Moderate,90.4,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,March is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,4,April,25.8,183.9,14,78.1,6.3,0.7692,dry_season,1,1,3,1.0,0,0.0,0.091,LOW,0.7361,BEST,cultural,highland,500,7,0.9,0.3461,0.2,0.0,0.1,0.09,Fair,High,88.9,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,April is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2022,5,May,25.6,208.4,14,79.7,6.3,0.7474,southwest_monsoon,0,0,1,0.3333,0,0.0,0.0438,LOW,0.5197,GOOD,cultural,highland,500,7,0.9,0.3363,0.06,0.0,0.0333,0.09,Fair,High,87.0,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,May is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,6,June,24.6,181.8,16,83.8,5.1,0.7458,southwest_monsoon,0,0,0,0.0,0,0.0,0.0386,LOW,0.4856,GOOD,cultural,highland,500,7,0.9,0.3356,0.06,0.0,0.0,0.09,Fair,High,80.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,June is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,7,July,23.8,142.7,14,78.9,6.0,0.6795,southwest_monsoon,0,1,0,0.0,2,1.0,0.0769,LOW,0.7458,BEST,cultural,highland,500,7,0.9,0.3058,0.2,0.15,0.0,0.09,Good,Moderate,82.3,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,July is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2022,8,August,23.8,112.4,12,79.3,6.6,0.719,southwest_monsoon,0,1,0,0.0,2,1.0,0.0908,LOW,0.7635,BEST,cultural,highland,500,7,0.9,0.3236,0.2,0.15,0.0,0.09,Good,Moderate,82.0,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,August is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2022,9,September,24.2,123.8,10,79.3,6.2,0.8205,southwest_monsoon,0,1,0,0.0,0,0.0,0.0518,LOW,0.6592,GOOD,cultural,highland,500,7,0.9,0.3692,0.2,0.0,0.0,0.09,Good,Moderate,83.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,September is a good time to visit Kandy with generally pleasant conditions.
Kandy,2022,10,October,23.4,236.7,14,81.7,5.8,0.5917,northeast_monsoon,0,0,0,0.0,0,0.0,0.0622,LOW,0.4163,AVOID,cultural,highland,500,7,0.9,0.2663,0.06,0.0,0.0,0.09,Fair,High,78.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,October is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2022,11,November,23.2,330.5,13,82.0,5.8,0.5083,northeast_monsoon,0,0,1,0.3333,0,0.0,0.0774,LOW,0.4121,AVOID,cultural,highland,500,7,0.9,0.2287,0.06,0.0,0.0333,0.09,Poor,Very High,78.0,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,November is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2022,12,December,22.4,147.4,12,79.7,6.2,0.6795,dry_season,1,0,2,0.6667,0,0.0,0.0889,LOW,0.5224,GOOD,cultural,highland,500,7,0.9,0.3058,0.06,0.0,0.0667,0.09,Good,Moderate,77.4,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,December is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,1,January,22.6,84.6,9,76.8,6.8,0.748,dry_season,1,1,1,0.3333,0,0.0,0.1721,LOW,0.6599,GOOD,cultural,highland,500,7,0.9,0.3366,0.2,0.0,0.0333,0.09,Good,Moderate,80.4,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,January is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,2,February,23.5,80.6,6,71.6,7.7,0.7705,dry_season,1,1,1,0.3333,0,0.0,0.1459,LOW,0.6701,GOOD,cultural,highland,500,7,0.9,0.3467,0.2,0.0,0.0333,0.09,Good,Moderate,87.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,February is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,3,March,24.7,123.6,10,73.5,7.7,0.8522,dry_season,1,1,0,0.0,0,0.0,0.159,LOW,0.6735,GOOD,cultural,highland,500,7,0.9,0.3835,0.2,0.0,0.0,0.09,Good,Moderate,89.3,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,March is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,4,April,25.4,204.3,14,76.7,6.1,0.7468,dry_season,1,1,3,1.0,0,0.0,0.1831,LOW,0.7261,BEST,cultural,highland,500,7,0.9,0.3361,0.2,0.0,0.1,0.09,Fair,High,88.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,April is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2023,5,May,25.6,135.1,13,82.2,6.6,0.8189,southwest_monsoon,0,0,1,0.3333,0,0.0,0.1088,LOW,0.5518,GOOD,cultural,highland,500,7,0.9,0.3685,0.06,0.0,0.0333,0.09,Good,Moderate,85.0,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,May is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,6,June,24.2,169.9,12,84.8,5.3,0.7606,southwest_monsoon,0,0,0,0.0,0,0.0,0.087,LOW,0.4923,GOOD,cultural,highland,500,7,0.9,0.3423,0.06,0.0,0.0,0.09,Fair,Moderate,78.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,June is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,7,July,24.1,131.2,13,80.3,6.2,0.8139,southwest_monsoon,0,1,0,0.0,2,1.0,0.1502,LOW,0.8063,BEST,cultural,highland,500,7,0.9,0.3663,0.2,0.15,0.0,0.09,Good,Moderate,82.1,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,July is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2023,8,August,24.2,136.3,11,82.1,6.2,0.8094,southwest_monsoon,0,1,0,0.0,2,1.0,0.1766,LOW,0.8042,BEST,cultural,highland,500,7,0.9,0.3642,0.2,0.15,0.0,0.09,Good,Moderate,80.9,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,August is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2023,9,September,24.5,201.8,10,83.3,6.1,0.749,southwest_monsoon,0,1,0,0.0,0,0.0,0.1147,LOW,0.627,GOOD,cultural,highland,500,7,0.9,0.337,0.2,0.0,0.0,0.09,Fair,High,80.9,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,September is a good time to visit Kandy with generally pleasant conditions.
Kandy,2023,10,October,23.4,272.7,14,81.7,5.3,0.5492,northeast_monsoon,0,0,0,0.0,0,0.0,0.1208,LOW,0.3971,AVOID,cultural,highland,500,7,0.9,0.2471,0.06,0.0,0.0,0.09,Poor,High,78.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,October is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2023,11,November,23.5,308.3,15,79.5,6.3,0.5386,northeast_monsoon,0,0,1,0.3333,0,0.0,0.1745,LOW,0.4257,AVOID,cultural,highland,500,7,0.9,0.2424,0.06,0.0,0.0333,0.09,Poor,Very High,80.9,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,November is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2023,12,December,23.0,194.5,10,79.4,5.9,0.6313,dry_season,1,0,2,0.6667,0,0.0,0.2071,LOW,0.5008,GOOD,cultural,highland,500,7,0.9,0.2841,0.06,0.0,0.0667,0.09,Fair,High,79.5,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,December is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,1,January,22.5,117.4,9,75.7,6.9,0.7209,dry_season,1,1,1,0.3333,0,0.0,0.2309,LOW,0.6477,GOOD,cultural,highland,500,7,0.9,0.3244,0.2,0.0,0.0333,0.09,Good,Moderate,80.9,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,January is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,2,February,23.3,71.1,8,70.3,7.2,0.7684,dry_season,1,1,1,0.3333,0,0.0,0.2108,LOW,0.6691,GOOD,cultural,highland,500,7,0.9,0.3458,0.2,0.0,0.0333,0.09,Excellent,Low,87.7,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,February is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,3,March,24.4,105.1,10,75.3,7.3,0.8603,dry_season,1,1,0,0.0,0,0.0,0.226,LOW,0.6771,GOOD,cultural,highland,500,7,0.9,0.3871,0.2,0.0,0.0,0.09,Good,Moderate,87.0,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Favourable conditions with no major concerns,Not applicable,March is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,4,April,25.7,211.9,16,75.4,7.4,0.7674,dry_season,1,1,3,1.0,0,0.0,0.2295,LOW,0.7353,BEST,cultural,highland,500,7,0.9,0.3453,0.2,0.0,0.1,0.09,Fair,High,90.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,April is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2024,5,May,24.5,301.2,13,82.0,5.6,0.6502,southwest_monsoon,0,0,1,0.3333,0,0.0,0.1148,LOW,0.4759,GOOD,cultural,highland,500,7,0.9,0.2926,0.06,0.0,0.0333,0.09,Poor,Very High,81.9,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,May is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,6,June,25.1,210.6,16,82.7,5.8,0.7349,southwest_monsoon,0,0,0,0.0,0,0.0,0.1337,LOW,0.4807,GOOD,cultural,highland,500,7,0.9,0.3307,0.06,0.0,0.0,0.09,Fair,High,83.1,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,June is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,7,July,24.3,150.9,14,78.5,5.9,0.7901,southwest_monsoon,0,1,0,0.0,2,1.0,0.2501,LOW,0.7955,BEST,cultural,highland,500,7,0.9,0.3555,0.2,0.15,0.0,0.09,Fair,Moderate,84.1,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,July is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2024,8,August,24.0,96.2,11,77.8,6.2,0.845,southwest_monsoon,0,1,0,0.0,2,1.0,0.2363,LOW,0.8202,BEST,cultural,highland,500,7,0.9,0.3802,0.2,0.15,0.0,0.09,Good,Moderate,83.8,Esala Perahera,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Modest clothing for temple visits,Esala Perahera brings vibrant atmosphere but larger crowds,Not applicable,August is one of the best times to visit Kandy. Conditions are highly favourable.
Kandy,2024,9,September,24.2,235.3,11,78.0,6.2,0.7214,southwest_monsoon,0,1,0,0.0,0,0.0,0.1681,LOW,0.6146,GOOD,cultural,highland,500,7,0.9,0.3246,0.2,0.0,0.0,0.09,Fair,High,84.2,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,September is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,10,October,24.0,264.9,17,79.1,5.4,0.6782,northeast_monsoon,0,0,0,0.0,0,0.0,0.175,LOW,0.4552,GOOD,cultural,highland,500,7,0.9,0.3052,0.06,0.0,0.0,0.09,Poor,High,82.7,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,October is a good time to visit Kandy with generally pleasant conditions.
Kandy,2024,11,November,23.3,281.3,17,76.8,5.6,0.5479,northeast_monsoon,0,0,1,0.3333,0,0.0,0.288,LOW,0.4299,AVOID,cultural,highland,500,7,0.9,0.2466,0.06,0.0,0.0333,0.09,Poor,High,82.5,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,November is not ideal for Kandy. Consider visiting during a more favourable period.
Kandy,2024,12,December,22.8,193.8,11,80.7,6.5,0.6446,dry_season,1,0,2,0.6667,0,0.0,0.2956,LOW,0.5067,GOOD,cultural,highland,500,7,0.9,0.2901,0.06,0.0,0.0667,0.09,Fair,High,77.8,,Temple of the Tooth|Kandy Lake walk|Cultural dance show|Botanical gardens,Rain jacket or umbrella|Waterproof footwear|Modest clothing for temple visits,"Expect frequent rain showers, plan indoor alternatives",Not applicable,December is a good time to visit Kandy with generally pleasant conditions.
Nuwara Eliya,2015,1,January,15.1,129.5,16,82.1,5.2,0.5144,dry_season,1,0,1,0.3333,0,0.0,0.151,LOW,0.4048,AVOID,nature,highland,1868,7,0.8,0.2315,0.06,0.0,0.0333,0.08,Fair,Moderate,53.6,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings,Favourable conditions with no major concerns,Not applicable,January is not ideal for Nuwara Eliya. Consider visiting during a more favourable period.
Nuwara Eliya,2015,2,February,15.7,89.4,9,82.5,5.9,0.5647,dry_season,1,0,1,0.3333,0,0.0,0.1292,LOW,0.4274,AVOID,nature,highland,1868,7,0.8,0.2541,0.06,0.0,0.0333,0.08,Fair,Moderate,55.1,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings,Favourable conditions with no major concerns,Not applicable,February is not ideal for Nuwara Eliya. Consider visiting during a more favourable period.
Nuwara Eliya,2015,3,March,16.6,132.9,14,77.4,5.8,0.524,dry_season,1,1,0,0.0,0,0.0,0.1275,LOW,0.5158,GOOD,nature,highland,1868,7,0.8,0.2358,0.2,0.0,0.0,0.08,Fair,Moderate,61.9,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings,Favourable conditions with no major concerns,Not applicable,March is a good time to visit Nuwara Eliya with generally pleasant conditions.
Nuwara Eliya,2015,4,April,18.1,212.3,15,85.3,5.4,0.445,dry_season,1,1,3,1.0,2,1.0,0.181,LOW,0.7303,BEST,nature,highland,1868,7,0.8,0.2002,0.2,0.15,0.1,0.08,Fair,High,60.1,April Season (Little England),Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings|Rain jacket or umbrella|Waterproof footwear,"Expect frequent rain showers, plan indoor alternatives|April Season (Little England) brings vibrant atmosphere but larger crowds",Not applicable,April is one of the best times to visit Nuwara Eliya. Conditions are highly favourable.
Nuwara Eliya,2015,5,May,17.2,276.6,20,84.6,4.7,0.3731,southwest_monsoon,0,1,1,0.3333,0,0.0,0.0777,LOW,0.4812,GOOD,nature,highland,1868,7,0.8,0.1679,0.2,0.0,0.0333,0.08,Poor,High,57.9,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings|Rain jacket or umbrella|Waterproof footwear,"Expect frequent rain showers, plan indoor alternatives",Not applicable,May is a good time to visit Nuwara Eliya with generally pleasant conditions.
Nuwara Eliya,2015,6,June,16.6,339.9,25,92.4,3.8,0.2979,southwest_monsoon,0,1,0,0.0,0,0.0,0.0677,LOW,0.4141,AVOID,nature,highland,1868,7,0.8,0.1341,0.2,0.0,0.0,0.08,Poor,Very High,49.9,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings|Rain jacket or umbrella|Waterproof footwear,"Expect frequent rain showers, plan indoor alternatives|High humidity may feel uncomfortable midday",Not applicable,June is not ideal for Nuwara Eliya. Consider visiting during a more favourable period.
Nuwara Eliya,2015,7,July,16.0,259.7,28,86.4,3.9,0.3713,southwest_monsoon,0,1,0,0.0,0,0.0,0.1327,LOW,0.4471,AVOID,nature,highland,1868,7,0.8,0.1671,0.2,0.0,0.0,0.08,Poor,High,52.9,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings|Rain jacket or umbrella|Waterproof footwear,"Expect frequent rain showers, plan indoor alternatives",Not applicable,July is not ideal for Nuwara Eliya. Consider visiting during a more favourable period.
Nuwara Eliya,2015,8,August,16.9,310.3,22,90.3,4.1,0.3305,southwest_monsoon,0,1,0,0.0,0,0.0,0.1395,LOW,0.4287,AVOID,nature,highland,1868,7,0.8,0.1487,0.2,0.0,0.0,0.08,Poor,Very High,52.5,,Tea plantation tours|Gregory Lake|Horton Plains trip|Strawberry farms,Warm layers for cool highland evenings|Rain jacket or umbrella|Waterproof footwear,"Expect frequent rain showers, plan indoor alternatives",Not applicable,August is not ideal for Nuwara Eliya. Consider visiting during a more favourable period.
